,final_cleaned_text,sentiment_polarity,sentiment
3125,tahukah kamu manfaat program mbg makanbergizigratis mbg programmakanbergizigratis manfaatmbg minggu pagii buna teddy jokowi sahur jawa menek nasi yandrisusanto publik puasa ramadhan mudik idul fitri lebaran syawal h eid mubarak minal nyepi saka telur,0.0,netral
3126,tahukah kamu manfaat program mbg makanbergizigratis mbg programmakanbergizigratis manfaatmbg minggu pagii buna teddy jokowi sahur jawa menek nasi yandrisusanto publik puasa ramadhan mudik idul fitri lebaran syawal h eid mubarak minal nyepi saka telur,0.0,netral
3127,simemaki di film gladiator saat rakyatpenonton menyoraki kaisar langsung dilempari roti sama dengan keadaan kita skr rakyat dikasih mbg yg seolah gratis padahal pake uang rakyat jg sejatinya rakyat dibuat bodoh terus,0.0,netral
3128,program makan bergizi gratis meningkatkan gizi anak bangsa dan menjamin generasi emas makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3129,makan bergizi gratis untuk anak bangsa makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3130,program makan bergizi gratis mbg makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3131,aewin yg bikin perusahaan maju itu pemerintah ya bukannya sales marketing atau management nya wtf argumentasi apaa sih lo trus pajak kmn ke mbg jd pemerintah kan amanat dan di vote rakyat lo tuh jd buzzer kok goblok bgt ya manusia bukan sih penyumbang iqlt ya gini tolol bgt,0.0,netral
3132,mbg sebenernya bukan ide yg tolol tapi sayangnya di negara ini eksekusinya yang tolol sering banget program baru dikenalkan dan dipaksakan untuk langsung diterapkan secara massive tanpa perencanaan yang baik,0.0,netral
3133,tekarok ngeberatin ortu juga gk mungkin sementara mereka adik yg kuliah ini punya adik juga dan ortu harus bersikap adil untuk pendidikan anaknya program mbg emang gak penting amat ketika terlalu banyak yg harus dipikirkan pemerintah utk skala prioritas yg penting kasih ortu uang dl,0.0,netral
3134,tekarok ketika pos apbn dari pajak masyarakat digunakan oleh kesekretariatan negara utk membayar buzzer pemerintah dg total triliunan rupiah lebih baik dananya dialihkan untuk mbg atau untuk kemenhan aja buat tambahan tot dr negara lain,0.0,netral
3135,padiwig suguhan mbg tukang tipu di bulan ramdhan lagi apa persis seperti gambar ini disuguhin gratis tiap hari mbg ini di suguhin buat rakyat,0.0,netral
3136,mbg program ga jelas,0.0,netral
3137,inisial mbg,0.0,netral
3138,program makan bergizi gratis mbg yang diinisiasi oleh presiden merupakan langkah positif dalam mengatasi masalah kekurangan gizi anakanak di indonesia khususnya di bagian timur mbg papua presiden indonesia bbwomeninmusic jokowi,0.0,netral
3139,program makan bergizi gratis mbg yang diinisiasi oleh presiden merupakan langkah positif dalam mengatasi masalah kekurangan gizi anakanak di indonesia khususnya di bagian timur mbg papua presiden indonesia bbwomeninmusic jokowi,0.0,netral
3140,program mbg sejalan dengan visi pemerintah untuk meningkatkan kesejahteraan masyarakat makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3141,program makan bergizi gratis bentuk nyata pemerintah selamatkan generasi emas khususnya di tanah papua jadi mari tong dukung samasama jangan mau terprovokasi papua mbg bbwomeninmusic jokowi,0.0,netral
3142,program makan bergizi gratis bentuk nyata pemerintah selamatkan generasi emas khususnya di tanah papua jadi mari tong dukung samasama jangan mau terprovokasi papua mbg bbwomeninmusic jokowi,0.0,netral
3143,program makan bergizi gratis memberikan asupan gizi setiap hari untuk masa depan yang lebih sehat cerdas dan produktif makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3144,program makan bergizi gratis untuk anak bangsa mewujudkan indonesia sehat dan cerdas sejak dini makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3145,program makan bergizi gratis sejalan dengan visi pemerintahan untuk meningkatkan kesejahteraan masyarakat dan mengurangi angka kemiskinan secara signifikan makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3146,tahukah kamu program makan bergizi gratis dapat meningkatkan kecerdasan gizi dan kesejahteraan anakanak di seluruh wilayah indonesia dukung terus makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3147,baninusa dingtonpa txtdrimedia andai mbg nya tepat sasaran bakal mantab sih misal prioritaskan buat siswa dan rakyat miskin atau bisa sih subsidi kantin² sekolah atau bisa juga bangun kantin bagi sekolah yang gak punya kantin,0.0,netral
3148,knpb menolak makan bergizi gratis karena tidak ingin generasi papua sehat cerdas dan maju papua papuatengah papuahits jayapura nabire jayawijaya merauke mbg mbgpapua mbgmajukanpapua,0.0,netral
3149,program makan bergizi gratis di papua bukti kepedulian bukan konspirasi papua papuatengah papuahits jayapura nabire jayawijaya merauke mbg mbgpapua mbgmajukanpapua,0.0,netral
3150,dengan makan bergizi masa depan anakanak di papua cerah papua papuatengah papuahits jayapura nabire jayawijaya merauke mbg mbgpapua mbgmajukanpapua,0.0,netral
3151,gua naek ojek online ngeributin mbg mulu wkwkwk menyala supir supir ojek online,0.0,netral
3152,manfaat program makan bergizi gratis untuk anakanak di papua papua papuatengah papuahits jayapura nabire jayawijaya merauke mbg mbgpapua mbgmajukanpapua,0.0,netral
3153,azeotrop kalo bisa menghikangkan kemiskinan absolut dengan hanya t kenapa kita harus ada mbg yg tiap tahun nya lebih besar why,0.0,netral
3154,banyak progam gajelas mbg danantara belum lagi tata kelola keuangan pemerintah gabener banyak cara buat korupsi problemnya selain adili jkw amp kroni cuma buat subtitusi pemain aja better ganti semua yg ada di pemerintahan mau vacum of power gapapa deh rakyat yg kuasi,0.0,netral
3155,mdyasmara survei terbaru menunjukkan tingkat kepuasan publik terhadap pemerintah prabowogibran sekitar meski protes maret mungkin sedikit menurunkannya faktor utama kepuasan meliputi program makan bergizi gratis mbg yang disukai responden dan respons pemerintah terhadap,0.0,netral
3156,kelapamuda faridzarhan txtdarihi pengiringan opini ini semua salah asing berdasar video youtube george soros mendanai media dan politisi tanpa ada fakta faktanya ihsg turun mata uang turun karena kebijakan pemerintah program mbg program efisiensi skill dialog presiden kurang kinerja kabinet minus,0.0,netral
3157,asumsico sejatinya dicibir dlm setiap kebijakan yg jadi buah bibir sistem mbg yg gagal shg bnyk aturan rakyt dibegal trnyta ketika jd pemimpin kualitsnya sama jeleknys sperti sblmnya nyesel pernah milih dan percaya,0.0,netral
3158,mbg yuk ti,0.0,netral
3159,dan efisiensinya akan digunakan untuk mbg pemberi thr,0.0,netral
3160,padiwig apa ini yg kelean makan tiap hari dari hasil omonomon janji mbg coba kirim foto menu yg kelean dapat dari menu bergizi gratis semoga yg janji gak ketularan jadi pembohong,0.0,netral
3161,logika terbalik menteri perencanaan pembangunan nasional ppnkepala bappenas rachmat pambudy menilai pemberian makan bergizi gratis mbg lebih mendesak dibandingkan memberikan lapangan pekerjaan lha pak kalo banyak orang bisa mendapatkan pekerjaan ya kebutuhan,0.0,netral
3162,nenkmonica dana mbg juga bisa menghilangkan kemiskinan tolol emang gini ya ndut kalo lapangan kerja banyak kualifikasi nya waras pelatihan bagi semua kalangan usia gue yakin gak bakalan ada orang yang kelaparan kalo sistem perekomian mereka baik,0.0,netral
3163,kelapamuda kandaloe txtdarihi semua permasalahan ekonomi ini bakal selesai kalau mbg dibatalkan coretax dibatalkan sehigga penyerapan pajak kembali optimal kebijakan efisiensi dicabut biar uang kembali beredar di pasar kagak presiden lu diem doang biang krisis ya sendiri,0.0,netral
3164,yarayaw pernyataan kocak vibesnya sama kek prabs yang ngemeng mbg dipuji sama beberapa dunia,0.0,netral
3165,mariaalkaff sempet ketemu langsung koruptor mereka ngobrolin korupsi proyek termasuk mbg di depan gue yang baru banget kenal koruptor udah pada merasa imun di negara ini udah gue ingetin ke orang terdekat jangan ada yang ambil proyek mbg tapi mereka tetep ambil sekarang pada ngeluh,0.0,netral
3166,kelapamuda faridzarhan txtdarihi blablabla wasweswos ilmu dari youtube doang dijadiin literasi presiden amp buzzer sama aja batalin mbg batalin coretax cabut kebijakan efisiensi kasih stimulus ekonomi biar ihsg sama rupiah gak nyungsep kagak malah nyalahin asing,0.0,netral
3167,em gimana ya sebut nama pak negara mana yang sampe dah dateng buat studi banding mbg itu yakali mbg ya kacau gitu ada yang muji padahal di negara sendiri para ortu wantiwanti ke anaknya buat gk langsung makan mbg karena takut keracunan,0.0,netral
3168,gizi berkualitas untuk generasi emas program mbg adalah komitmen nyata dalam meningkatkan kesehatan anakanak indonesia mari bersama wujudkan generasi kuat dan cerdas penuhigiziindonesia makanbergizigratis,0.0,netral
3169,gizi berkualitas untuk generasi emas program mbg adalah komitmen nyata dalam meningkatkan kesehatan anakanak indonesia mari bersama wujudkan generasi kuat dan cerdas penuhigiziindonesia makanbergizigratis,0.0,netral
3170,gizi berkualitas untuk generasi emas program mbg adalah komitmen nyata dalam meningkatkan kesehatan anakanak indonesia mari bersama wujudkan generasi kuat dan cerdas penuhigiziindonesia makanbergizigratis,0.0,netral
3171,gizi berkualitas untuk generasi emas program mbg adalah komitmen nyata dalam meningkatkan kesehatan anakanak indonesia mari bersama wujudkan generasi kuat dan cerdas penuhigiziindonesia makanbergizigratis,0.0,netral
3172,anakkolong kemensetnegri logikanya gak nyambung ya pernyataan presiden ini dengan program yg beliau paksakan mbg yg sesungguhnya ga gratis krn ortunya masih dikejar pajak dan iuran ini itu,0.0,netral
3173,mbg mrdudu,0.0,netral
3174,htklnl obral janji tanpa didukung data didukung olh pembantu lucu kepala bappenas profesor rahmat pambudi mbg lebih dibutuhkan dr pd lap kerja luhut ketua den mbg menciptakan lap kerja baru amp berhasil menurunkan kemiskinan bayangkan asbun amp lucu,0.0,netral
3175,mbg is coming mbgrewards ph,0.0,netral
3176,mbg berapa trilliun,0.0,netral
3177,presscon den pertama tinbergen rule kebijakan untuk masalah presscon den terakhir mbg memutar ekonomi desa menciptakan pekerjaan menurunkan kemiskinan yada yada,0.0,netral
3178,mbg mrdudu mbg,0.0,netral
3179,mbg is coming a,0.0,netral
3180,mariaalkaff waduh tolong jgn bubar dulu krn akan dikunjungi o negara² yg mau belajar program mbg ke indonesia mrk terpesona dg mbg krn keberhasilannya yg fenomenal itu,0.0,netral
3181,gliath follower ga pernah ngaca ya apa sanggup beli cerminyah makan modal bansos yakan anak makan mbg doank gmn mau sanggup beli cermin,0.0,netral
3182,mbg multibankgroup mbgrewards mrdudu,0.0,netral
3183,sosmedkeras mbg sesuai janji kampanye tapi duitnya hasil ngutang boleh nggak sih maap kali ngutang malah jadi ti,0.0,netral
3184,mrdudu mbg,0.0,netral
3185,mariaalkaff sokan bilang timnas kita susah menang vendor lu noh dibayar mbgmakin bego goblog,0.0,netral
3186,mbg mrdudu,0.0,netral
3187,tahukah kamu program makan bergizi gratis dapat meningkatkan kecerdasan gizi dan kesejahteraan anakanak di seluruh wilayah indonesia dukung terus makanbergizigratis mbg programmakanbergizigratis manfaatmbg,0.0,netral
3188,gaji staf dapur mbg nunggak bulan eko kuntadhi program makan gratis yang bikin orang gak bisa makan sumber fajar dibagikan melalui aplikasi google,0.0,netral
3189,mbg mrdudu,0.0,netral
3190,mbg makanan gratis bagi siswa makanan empuk bagi koruptor aku berani sumpah bakal ada tersangka dari program ini di masa depan,0.0,netral
3191,baninusa dingtonpa txtdrimedia anda melupakan kalau mbg yg kelola negaranya itu bukan sekelas jepang dan negara maju lainnya,0.0,netral
3192,mariaalkaff kalo belum gajian bulan berarti belum terima gaji sama sekali sejak program mbg mulai,0.0,netral
3193,kapitanmylo dsyantie karena uangnya dipake buat mbg dan mengesahkan ruu tni,0.0,netral
3194,toegiman janjinya untuk yang harusnya prioritas diingkari tapi malah mbg yang difokuskan direalisasikan,0.0,netral
3195,themarshallisme carolinesarah efisiensi kan terjadi karna itu bunga sama pokok utang jatuh tempo yang tinggi banget di tahun deket ini bukan sepenuhnya karna mbg sama danantara,0.0,netral
3196,menunggu berita korupsi mbg sama danantara,0.0,netral
3197,andipitopang makan bergizi gratis ini aja singkirkan klo negara gaada duit gak usah malu malu batalin mbg tapi tak tau malu minta sumbangan kerakyat mbg gak usah dipaksain klo negara gk punya duit,0.0,netral
3198,mbg bullish amobijr,0.0,netral
3199,utiahmak asnaf ke mbg ampunn,0.0,netral
3200,salazarlisterin txtdarihi aku nak bagi tau korang baik korang kat indon makan mbg maem bareng gemoy diiktiraf dan diyakini halal juga x ada ingredients asing jom makan mbg serta merta,0.0,netral
3201,tiap kali rakyat demo wowo seneng bgt nuduh asing yg entah maksudnya siapa amp akhir ini buzzer rezim mendengungkan narasi yg sama disetirdidanaiditunggangi asing etc giliran danantara ngasih tunggangan asingmbg dipuji asing malah kegirangan gk paham lagi gw,0.0,netral
3202,anshory sampai sekarang saya masih bingung pak mbg membuka lapangankerja sampai juta org,0.0,netral
3203,jojo program mbg,0.0,netral
3204,fyi investor mbg pada kabur ga dibayar yg katanya mbah luhut meningkatkan ekonomi gws deh mbah luhut mending di rumah ternak babi drpd ikutan atur negara mbah,0.0,netral
3205,liputandotcom solisnya mbg awokawokawokawok oke gas oke gas,0.0,netral
3206,pa coba deh sidak sesekali atau liat media sosial soal mbg jangan terima laporan terus dari anak buah dan langsung seneng kalau mereka bilang hasilnya oke,0.0,netral
3207,asumsico mohon maaf nih pak prab mungkin jadi perhatian karna prihatin ngeliat mbg yang kek makanan kucing,0.0,netral
3208,mardigu indonesiamakingelap fropesor ini bisa omon omon dan sangat berbisa dgn program mbg laksana busa dilautan kasian fropesor ini ilmunya hanya untuk membully bangsanya sendiri indonesiamakingelap,0.0,netral
3209,cimtgr itu mah duluskrg target orang tua pada anak nya ke sekolah yaitu biar dapat mbg pintar g penting,0.0,netral
3210,program unfaedah wok pelajar papua aja lebih cerdas demo menolak mbg mereka butuh pendidikan gratis,0.0,netral
3211,gtau sampe kpn tp for now aku sgt tdk ikhlas uang dri pajakku buat dipake hal bodoh kyk byr buzzer mbg proyek gajelas dll,0.0,netral
3212,democrazymedia hoax bangsa di dunia ini klu mau mencontoh sdh pasti mencontoh jepang yg sdh puluhan tahun menerapkan mbg sini ngapain nyontek dr indo yg rawan korup,0.0,netral
3213,gaji staf dapur mbg nunggak bulan eko kuntadhi program makan gratis yang bikin orang gak bisa makan source fajar shared via the google app,0.0,netral
3214,mariaalkaff penyefonk mbg mana nih tunjukkan congor kalian,0.0,netral
3215,mbg gak penting amat bangkrutkan uang negara,0.0,netral
3216,klaim aja sendiri wo yg di lihatin mbg yg bagus bagus doang mana anak² sklh yg blm dpt yg klopun udh dpt kayak ngasih makan kucing jalanan lagi,0.0,netral
3217,tssaurs skenario favoritnya adalah pas pembagian mbg,0.0,netral
3218,andipitopang mbg yg buat kosongutang ln jatuh tempobunga th ini berturut,0.0,netral
3219,humorjontampan baru kali ini tahu pemerintah ga punya uangsampe ngemis ke rakyatmemalukangara ikn mbghehe,0.0,netral
3220,aldapstsr asbunisme nomer tetep contoh mbg ditiru negara luar mbg proyek terbaik di dunia rakyat jangan makan pedas lombok mahal ihsg naik kita ga main saham ndasmu,0.0,netral
3221,kompastv hasil mbg saja belum ada masakan orang luar mau mencontoh,0.0,netral
3222,xbabymilku ini mbg aja pasti dikorupsi belom keangkep aja,0.0,netral
3223,nyukimalkia samahan lakn uchaf kwk kw mbg,0.0,netral
3224,halu bangsat amerika aja udah dari jaman baheula so pasti cakupannya lebih luas dibanding mbg sini,0.0,netral
3225,gua ngerasa dia bahas mbg mulu karena emang dia maunya rakyat merhatiinnya itu doang dia mau kita fokus itu supaya program dia yg lain bisa jalan mulus tanpa kritik tapi mungkin memang udah begitu dari dulu cuma kita aja yg terlalu bodoh utk ngebiarin dia menang,0.0,netral
3226,sekolah gue aja ga dapet tu mbg,0.0,netral
3227,mbgmbg,0.0,netral
3228,hunslamet selamat pagi menurut saya kamu mungkin hun slamet warga kendal jawa tengah yang aktif di x kamu tertarik pada politik dan isu sosial terutama program mbg postinganmu menunjukkan kamu kritis terhadap pemerintahan dan bekerja di usaha kecil rumahan dialek lokal seperti,0.0,netral
3229,gasabar tuk mendengar berita korupsi mbg,0.0,netral
3230,nenkmonica erickthohir erickthohir gelarnya ditambahi fbi cia mbg memalukan,0.0,netral
3231,hansolo jelas di prank abs lah rakyat neh dgn omon basinya mrkyg udh jln aja kyk mbg aja amburadul aplg janji lapangan kerja ya gk bkl ada tuh,0.0,netral
3232,trims pendukung di ln udh gk dapet mbg atau kebijakan yg dijanjiin pas kampanye sekarang efisiensi kedampak buat hal bare minimum macam perayaan idul fitri cuman bisa heran akal pikir apa yg bisa dukung wni di ln buat dukung si,0.0,netral
3233,mbg menjadi langkah penting untuk memastikan tidak ada anak yang kelaparan dan kekurangan gizi bahkan sejak dalam kandungan,0.0,netral
3234,kebijakan pendidikan dan tumbuh kembang anak makan bergizi gratis mbg,0.0,netral
3235,nenkmonica duit zakat mau diambil mbg,0.0,netral
3236,tanyarlfes sok tau dengan berisiknya orang ini lewat sosmed mulai membuat orang sadar kalau pragib ini problematik programnya banyak yg ragu sama mbg ditengah panceklik seperti ini membuat mereka sadar bahwa program ini itu g guna saat ini,0.0,netral
3237,satansktty blud berpikir bahwa mbg menjadi pusat perhatian dunia karena programnya bagus padahal,0.0,netral
3238,tanya ai maupun media internasional jawabannya kurang lebih sama karena mbg dan efisiensi,0.0,netral
3239,gw mah malu da kalo negara luar liat menu mbg yg sekarang tapi kalo negara laen ngecek juga langsung dibagusbagusin,0.0,netral
3240,sihanjir ya kalo gak gtu kan presidennya gak prabski di lure pake mbg sama bansos aja udh gelap mata,0.0,netral
3241,kuntoajiw m gawe buzzer lur yo mbg potongan e masuk buzzer potongan dana pendidikan masuk buzzer kabeh ae melbuno buzzer wes efisienshit,0.0,netral
3242,terimakasih pak presidentolong batalkan uu tnidsn program mbg dll masukan dari rakyat supaya investor asing tertarik berinvestasi di indonesia dan situasi sosial ekonomi politik ttp stabil dan kondusif sekian dan terimakasih sehat selalu bapak presiden,0.0,netral
3243,mariaalkaff gayagayaan mau adakan mbg sementara lapangan kerja susah duit negara ludes buat bayar utang mulyono,0.0,netral
3244,kurang bos kebijakan efisiensi ini ga jelas jg soalnya di realokasi ke hal yg blm jelas dan blm siap mbg amp danantara,0.0,netral
3245,ga ada investor ga ada pemasukan mbg digenjot terus padahal hm yang dibebanin rakyat this is not ok,0.0,netral
3246,democrazymedia lahwong program mbg itu agenda global kok disebut programnya sendiri,0.0,netral
3247,saya bahkan terima surat dari pemimpin dunia mereka mau belajar dari kita mbg belajar apa ngasih orang makanan basi gaada kerjaan banget negara lain belajar dari negara ancurancuran kaya gini orang tua skizo,0.0,netral
3248,bgalz tanyarlfes grassroot tolol kok dipujapuja udah coba diedukasi diajak dirangkul harga dirinya pd msh bisa dibeli pake amplop hasilnya mbg gagal total danantara ikn mandek bensin langka dan oplos dollar naik ruu tni semua kejadian buruk bisa terjadi gara,0.0,netral
3249,ommisiregar masalahnya cuan nya besar di mbg ini yang mau di kasi langsung ke anak sayang kan bisa di proyek kan,0.0,netral
3250,agungla kompascom kerenn mbg smoga selalu ada untuk anak indonesia,0.0,netral
3251,mbg muka bangke gratis,0.0,netral
3252,seruanhl chchotimah billray anakogi dennisauya dsyantie humorjontampan mikuroq urrangawak ahmadbellamy saking puas nya publik akan berbondong bondong ber juta juta orang jadi pengangguran amp mengajukan permohonanan untuk di phk saja atau resend menawarkan diri utk men jadi relawan mitra dapur mbg gratis tdk butuh honor dlm bentuk apa pun maaf saya cuma mimpi,0.0,netral
3253,tante gw yg anaknya kuliah di sebuah universitas negeri barusan curhat hrsnya dpt beasiswa berupa potongan ukt tp trnyata enggak dpt jd ttp bayar full dan pas ditanya ke kampus knpa jawabannya uang pndidikan skrg dipotong buat anggaran mbg sedih bgt bjir,0.0,netral
3254,senjatanuklir gua liat singkatan mbg aja udah lucu bgt kayak gua selalu ga sengaja bacanya jd my bad gang,0.0,netral
3255,frminete kita doxxing karena dia perusuh bangsa thanks for the honesty we knew u did it look into the mirror yang ngerusuh negara tuh si gendut mbg wkwkwk jujur gw jadi interpol gw bakal kok ni negara kayak kandang monyet ya parcok parjo emang monyet semua kak,0.0,netral
3256,piyusaja kita sok²an mbg tapi masih pake ngutang bulan sama vendor,0.0,netral
3257,tempodotco ya diekspor aja ke negara yg bisa mengelola sampah plastik lumayan uangnya bisa untuk program mbg,0.0,netral
3258,ikaen infobnn listyosigitp smoga direhab bisa dapat mbg,0.0,netral
3259,sebelumnya kita juga pernah gmeet untuk membahas mengenai mbg tapi malah gak jadi dan respon dari dia gini masih harus diobservasi lagi oiyaa kalau ada yang mau menyebarluaskan posterku boleh bangett terima kasih cabutuutni tolakruupolri,0.0,netral
3260,mariaalkaff mbg adalah bukti kegagalan negara yg diwakili pemerintah dlm menciptakan lapangan kerja buat rakyatnya urusan makan itu urusan org tuanya kalo mrk punya pekerjaan yg layak pasti kbthn gizi anaknya akan tercukupi,0.0,netral
3261,senjatanuklir gaji pekerja mbg nunggak smpe t benarkah,0.0,netral
3262,itu bukan aneh tapi nantang hai rakyat amp orang miskin kalian smua sekarang bisa apa saya yang berkuasa penuh kalian semua hanya burung emrit kecil yg beranak pinak numpang di pohon cukup bagi kalian mbg saja selebih nya milik saya smuanya di negeri ini,0.0,netral
3263,hati sepakat mbg bukan program urgen hanya buang duit rakyat yang urgen adalah kesejahteraan rakyatnya kalau rakyat sejahtera sudah tentu kebutuhan gizi terpenuhi di dlam keluarganya hentikan saja program mbg sebelum rakyat dikorbankan hanya utk memenuhi program itu basi,0.0,netral
3264,presiden zimbabwe aja males nerapin mbg ini di negaranya,0.0,netral
3265,idfm gak kebagian mbg waktu kecil,0.0,netral
3266,presiden tegaskan program mbg telah menarik perhatian dunia,0.0,netral
3267,sukseskan program pemerintah satgas yonif dj kodam iskandar muda gelar layanan kesehatan gratis dan pembagian mbg,0.0,netral
3268,trialimbalance t buat anggaran mbg bisa di usahakan yak tapi buat guru keknya ga dulu deh takut anak anak pada pinter²,0.0,netral
3269,kemensetnegri yakin dengan mbg sudah tercukupi kebutuhan gijinya anak² indonesia saya sih kagak itu jangan² hanya sebatas porsi cemilan doang,0.0,netral
3270,kalo emang cuma dengan tan bisa hilang kemiskinan absolute mending tuh dana mbgikndanantaras pakek ke sana dulu dah omon omon terus sih pak dipikir rakyat tolol semua apa,0.0,netral
3271,perasaan kagak pernah disebut dah yg dia maksud ini siapa dari antek asing ada yg tidak mau indonesia bangkit pemimpin dunia nanyain mbg yg dia maksud siapa btw dari negara mana orang organisasi pemerintahan coba sebutin zimbabwe ingin meniru program mbg misalnya,0.0,netral
3272,makan bergizi gratis untuk indonesia lebih sehat program prabowogibran adalah jawaban bagi malnutrisi yang selama ini menghantui makanbergizigratis mbg,0.0,netral
3273,kebijakan makan bergizi gratis dari prabowogibran adalah langkah progresif yang sangat dibutuhkan untuk melawan malnutrisi makanbergizigratis mbg,0.0,netral
3274,generasi indonesia yang lebih sehat dimulai dari gizi yang cukup program makan bergizi gratis dari prabowogibran menjadi solusi malnutrisi makanbergizigratis mbg,0.0,netral
3275,dana zakatnya mau dipake buat program mbg,0.0,netral
3276,masyarakat sehat dimulai dari makan bergizi program gratis dari prabowogibran adalah upaya nyata atasi malnutrisi makanbergizigratis mbg,0.0,netral
3277,langkah nyata untuk menyelesaikan masalah malnutrisi di indonesia makan bergizi gratis prabowogibran hadir dengan harapan baru makanbergizigratis mbg,0.0,netral
3278,areinismyname irawanrommi kimberleyps lembayung ndonsback kurawa setkabgoid tham zarryhendrik mbg t margin cuan t kantin n warung sekitar sekolah bangkrut tp para kroni partai n pejabat binaan dapet cuan gede,0.0,netral
3279,gimana ini dana zakat kok malah mau digunakan mbg,0.0,netral
3280,kebijakan progresif yang membawa perubahan nyata prabowogibran memastikan setiap warga mendapatkan makan bergizi gratis makanbergizigratis mbg,0.0,netral
3281,tidak ada lagi anak indonesia yang kekurangan gizi program makan bergizi gratis dari prabowogibran hadir untuk mengakhiri malnutrisi makanbergizigratis mbg,0.0,netral
3282,bersama prabowogibran kita berkomitmen wujudkan indonesia sehat dengan makan bergizi gratis sebuah langkah progresif untuk masa depan yang lebih baik makanbergizigratis mbg,0.0,netral
3283,pemerintah prabowogibran hadir dengan kebijakan makan bergizi gratis ini bukan hanya program tapi langkah nyata untuk atasi malnutrisi makanbergizigratis mbg,0.0,netral
3284,makan bergizi masa depan sehat program makan bergizi gratis prabowogibran jadi solusi malnutrisi di indonesia langkah progresif untuk generasi yang lebih baik makanbergizigratis mbg,0.0,netral
3285,muales dengan pengalihan isu model begini gak penting blas mau gay atau biseks pun sy gak peduli sy lebih peduli dg ruu tni kasus korupsi bumn dan program buangbuang duit macam mbg,0.0,netral
3286,saya memang sangat mencurigai bahwa mbg hanyalah akal²an untuk mengeluarkan uang negara dari kas negara tiktok,0.0,netral
3287,witheredshulker rezaunscripted yg mereka bisa banggakan cuma mbg bro lainnya kacau tapi tetep denial,0.0,netral
3288,shouegaze sbg siapanya mbg,0.0,netral
3289,preciosakanti hansolo ridwankamil anak jabar mah mbg aja,0.0,netral
3290,jokowi banyak negara maju iri akan program mbg gibran,0.0,netral
3291,dapur mbg sedang tidak baikbaik saja akhirnya dapur mbg di lamaka bantaeng mengundurkan diri dan angkut barangnya katanya program mbg sekalian buat bantu umkm bantu apanya kalau pembayaran terlambat belum lagi disunat untuk ini itu umkm itu memangnya tidak beli,0.0,netral
3292,updatecakrawala alhamdulillah mbg tersalurkan dengan baik termasuk saat puasa penuhigiziindonesia,0.0,netral
3293,presiden kena syndroma fomo saking kuatirnya mbg tdk berdampak sesuai ekspektasi baru tahap output saja sdh berkali² diklaim sukses dan dapat apresiasi luar biasa dari sejumlah pemimpin dunia,0.31666666666666665,positif
3294,updatecakrawala terima kasih pak presiden karena sudah turut mendukung anak berpuasa mbg bisa dibawa pulang masha allah penuhigiziindonesia,0.0,netral
3295,updatecakrawala terima kasih pak dadan karena sdh turut mendukung anak berpuasa mbg bisa dibawa pulang masha allah penuhigiziindonesia,0.0,netral
3296,anakkolong kemensetnegri jangan bantu pemerintah yang culas masa utk mbg t lebih tapi utk kemiskinan parah hanya t ndabrus negrikriminal,0.0,netral
3297,pemerintah pastikan menu makan bergizi gratis mbg penuhi angka kecukupan gizi nasional penuhigiziindonesia mbgpapua papuamaju indonesiaemas,0.0,netral
3298,metaverse industry and now ai jujur saja lebih setuju dana mbg dinaikkan supaya mengurangi anak stunting kurang gizi ketimbang pemerintah fomo gini,0.0,netral
3299,mbg tetap berjalan saat bulan suci ramadhan hidangan dapat dinikmati saat berbuka puasa penuhigiziindonesia,0.0,netral
3300,program mbg untuk generasi emas papua,0.0,netral
3301,mbg tetap berjalan saat bulan suci ramadhan hidangan dapat dinikmati saat berbuka puasa penuhigiziindonesia,0.0,netral
3302,taufiksdj propaganda areinismyname bitcarli awikuchuz edysularno gtobing irawanrommi kimberleyps ndonsback masveel kudu bangga tu kalo udh liat hasilnya anggaran mau mewujudkan bangunan sekolah mbg penjara di pulau itu berapa triliun anggaran negara aja defisit alias minus hutang luar negeri lagi,0.0,netral
3303,program mbg untuk generasi emas papua,0.0,netral
3304,efisiensi sana sini buat mbg ga taunya ga bener mending batalin,0.1625,positif
3305,program mbg dan penciptaan lapangan kerja harus berjalan beriringan,0.0,netral
3306,program mbg dan penciptaan lapangan kerja harus berjalan beriringan,0.0,netral
3307,sebagai warga yang fair jujur ini kebijakan bagus sebenernya gua udah baca sekilas kurang lebih gambarannya dan aturannya kaya apa setau gua di negara lain juga mulai ketat regulasi umur bermedsos gua masih kesel mbg dan lainnya tapi yang ini kalo berjalan gua dukung,0.0,netral
3308,hoax yang asli itu pihak luar terinspirasi program mbg kita mereka mau belajar,0.0,netral
3309,deanamitefc juta lowongan pekerjaan mbg,0.0,netral
3310,oggyzilly kompascom mbg terbaikk enak terus yaa makanannyaa,0.0,netral
